record_id,trip_start_date,trip_days,distance_km,transport_mode,tuk_engine_type,fuel_type,bus_type,occupancy,congestion_factor,terrain_factor,hotel_class,nightly_kwh_est,season,grid_ef_kgCO2_per_kWh,diesel_gen_l_per_night,water_heating,safari_engine_hours,festival_event,pilgrimage_support_km,pilgrimage_support_liters,meal_plan,food_emissions_kgCO2,rice_kg_per_day,rice_emissions_kgCO2,waste_kg_per_day,waste_method,waste_emissions_kgCO2,plastic_bottles_per_day,plastic_emissions_kgCO2,transport_emissions_kgCO2,accommodation_elec_kgCO2,accommodation_gen_kgCO2,festival_gen_emissions_kgCO2,pilgrimage_emissions_kgCO2,total_trip_emissions_kgCO2
94,2025-04-26,5,49.4,Pilgrimage Support Truck,,Diesel,,12,0.8,1.0,Guesthouse,6.73,wet,0.07,2.81,Electric Boiler,0.0,Small Local Festival,0,0.0,Local,14.07,0.6,4.53,1.382,Open Landfill,3.454,0,0.0,10.42,3.406,37.654,54.461,0.0,127.996
95,2025-04-03,2,130.8,Train,,Electric,,91,0.81,1.15,Eco-lodge,6.95,dry,0.82,0.0,Electric Boiler,0.0,None,0,0.0,Mixed,7.908,1.0,3.02,0.525,Open Landfill,0.525,1,0.1,0.035,16.313,0.0,0.0,0.0,27.901
96,2025-09-29,7,97.3,Private Car,,Diesel,,4,0.81,1.0,Budget Hotel,7.9,wet,0.07,2.13,Electric Boiler,0.0,None,0,0.0,Import-Heavy,47.628,1.5,15.855,0.533,Open Landfill,1.864,0,0.0,3.213,5.343,39.959,0.0,0.0,113.862
97,2025-01-26,9,146.1,Private Car,,Electric,,1,0.9,1.0,Guesthouse,6.96,wet,0.07,0.0,Diesel Boiler,0.0,None,0,0.0,Mixed,35.586,0.6,8.154,0.991,Composting,0.446,2,0.9,18.367,4.382,36.18,0.0,0.0,104.015
98,2025-10-31,7,110.9,Public Bus,,Diesel,Public,38,1.2,1.0,4-star,44.04,wet,0.07,0.0,Electric Boiler,0.0,None,0,0.0,Local,19.698,0.6,6.342,1.365,Open Landfill,4.777,2,0.7,0.07,23.051,0.0,0.0,0.0,54.638
99,2025-01-04,3,188.5,Hybrid Car,,Diesel,,1,1.04,1.0,Budget Hotel,8.5,dry,0.82,3.84,Electric Boiler,0.0,None,0,0.0,Local,8.442,0.6,2.718,1.024,Open Landfill,1.535,2,0.3,7.457,28.291,30.874,0.0,0.0,79.617
100,2025-01-10,4,90.7,Hybrid Car,,Electric,,1,0.8,1.0,Budget Hotel,10.05,dry,0.82,0.0,Electric Boiler,0.0,None,0,0.0,Local,11.256,1.0,6.04,1.933,Open Landfill,3.867,3,0.6,2.669,42.816,0.0,0.0,0.0,67.248
101,2025-11-13,6,93.3,Hybrid Car,,Petrol,,3,0.88,1.0,3-star,22.95,dry,0.82,0.0,Electric Boiler,0.0,None,0,0.0,Local,16.884,0.6,5.436,1.459,Composting,0.438,0,0.0,1.014,127.654,0.0,0.0,0.0,151.426
102,2025-03-28,4,99.3,Hybrid Car,,Diesel,,1,0.94,1.0,5-star,92.63,wet,0.07,0.0,Electric Boiler,0.0,None,0,0.0,Local,11.256,0.6,3.624,0.58,Open Landfill,1.16,4,0.8,3.497,26.777,0.0,0.0,0.0,47.114
103,2025-02-08,4,71.5,Tuk-Tuk,2-stroke,LPG,,3,1.27,1.15,Budget Hotel,10.35,dry,0.82,0.0,Electric Boiler,0.0,None,0,0.0,Local,11.256,0.6,3.624,0.645,Composting,0.129,1,0.2,3.632,43.788,0.0,0.0,0.0,62.629
104,2025-06-11,6,130.9,Private Car,,Electric,,1,1.61,1.15,3-star,19.04,dry,0.82,0.0,Diesel Boiler,0.0,None,0,0.0,Mixed,23.724,0.6,5.436,0.2,Incineration,0.24,0,0.0,36.034,93.672,24.12,0.0,0.0,183.226
105,2025-05-27,7,94.2,Private Car,,Petrol,,1,0.8,1.0,4-star,46.8,dry,0.82,0.0,Electric Boiler,0.0,None,0,0.0,Local,19.698,0.0,0.0,0.841,Open Landfill,2.944,0,0.0,10.133,285.837,0.0,0.0,0.0,318.612
106,2025-03-19,6,127.3,Tuk-Tuk,2-stroke,Electric,,1,1.01,1.15,3-star,16.89,dry,0.82,0.0,Electric Boiler,0.0,None,0,0.0,Import-Heavy,40.824,0.6,5.436,0.42,Sanitary Landfill,1.261,1,0.3,15.429,97.835,0.0,0.0,0.0,161.084
107,2025-09-26,4,136.7,Safari Jeep,,Electric,,2,1.45,1.15,5-star,129.7,dry,0.82,0.0,Solar Thermal,5.76,None,0,0.0,Local,11.256,1.0,6.04,0.689,Incineration,0.551,5,1.0,5.184,425.429,0.0,0.0,0.0,449.46
108,2025-02-18,6,105.7,Electric Car,,Electric,,1,0.8,1.0,Budget Hotel,11.03,wet,0.07,0.0,Electric Boiler,0.0,None,0,0.0,Import-Heavy,40.824,0.6,5.436,1.374,Open Landfill,4.123,2,0.6,22.911,5.893,0.0,0.0,0.0,79.787
109,2025-06-08,4,110.1,Public Bus,,Electric,Public,28,1.51,1.0,Budget Hotel,9.26,dry,0.82,0.0,Electric Boiler,0.0,None,0,0.0,Local,11.256,1.0,6.04,0.2,Incineration,0.16,1,0.2,0.119,40.202,0.0,0.0,0.0,57.977
110,2025-09-27,4,19.4,Pilgrimage Support Truck,,Electric,,5,1.45,1.0,4-star,52.54,dry,0.82,0.0,Electric Boiler,0.0,None,0,0.0,Mixed,15.816,1.0,6.04,0.755,Composting,0.151,3,0.6,11.126,182.157,0.0,0.0,0.0,215.89
111,2025-02-21,7,47.0,Tuk-Tuk,4-stroke,Diesel,,1,0.8,1.0,Budget Hotel,9.98,dry,0.82,0.0,Electric Boiler,0.0,None,0,0.0,Mixed,27.678,0.6,6.342,1.079,Open Landfill,3.778,3,1.05,2.256,74.526,0.0,0.0,0.0,115.629
112,2025-08-13,6,130.6,Hybrid Car,,Petrol,,2,0.94,1.15,Eco-lodge,8.75,dry,0.82,0.0,Solar Thermal,0.0,None,0,0.0,Import-Heavy,40.824,0.6,5.436,1.512,Incineration,1.814,2,0.6,2.543,43.044,0.0,0.0,0.0,94.261
113,2025-04-10,7,165.4,Tuk-Tuk,4-stroke,LPG,,3,0.8,1.0,4-star,51.09,dry,0.82,0.0,Electric Boiler,0.0,None,0,0.0,Mixed,27.678,1.0,10.57,2.447,Incineration,3.426,1,0.35,2.646,310.482,0.0,0.0,0.0,355.152
114,2025-11-25,3,1.0,Hybrid Car,,Electric,,1,1.44,1.0,Budget Hotel,9.08,wet,0.07,0.0,Diesel Boiler,0.0,None,0,0.0,Mixed,11.862,0.3,1.359,1.74,Open Landfill,2.61,0,0.0,0.052,1.907,12.06,0.0,0.0,29.85
115,2025-08-12,5,45.9,Hybrid Car,,Diesel,,2,1.15,1.15,Guesthouse,5.18,dry,0.82,0.0,Electric Boiler,0.0,None,0,0.0,Local,14.07,1.0,7.55,1.973,Open Landfill,4.933,3,0.75,1.231,33.528,0.0,0.0,0.0,62.062
116,2025-02-20,8,81.4,Tuk-Tuk,2-stroke,Electric,,3,1.11,1.15,Eco-lodge,8.14,wet,0.07,0.0,Electric Boiler,0.0,None,0,0.0,Local,22.512,0.6,7.248,1.291,Open Landfill,5.163,2,0.8,3.614,6.239,0.0,0.0,0.0,45.576
117,2025-11-12,7,27.2,Train,,Electric,,103,0.8,1.15,Budget Hotel,8.55,wet,0.07,0.27,Diesel Boiler,0.0,None,0,0.0,Mixed,27.678,1.0,10.57,1.157,Sanitary Landfill,4.048,0,0.0,0.006,4.19,33.205,0.0,0.0,79.697
118,2025-08-03,6,30.6,Tuk-Tuk,2-stroke,Petrol,,1,1.18,1.0,5-star,108.08,wet,0.07,0.0,Electric Boiler,0.0,None,0,0.0,Local,16.884,0.6,5.436,1.758,Open Landfill,5.274,2,0.6,4.333,46.654,0.0,0.0,0.0,79.18
119,2025-11-11,5,108.5,Public Bus,,Electric,Public,14,0.86,1.0,Guesthouse,6.63,dry,0.82,0.0,Solar Thermal,0.0,None,0,0.0,Local,14.07,0.3,2.265,0.942,Open Landfill,2.356,0,0.0,0.133,27.203,0.0,0.0,0.0,46.027
120,2025-08-29,4,174.9,Hybrid Car,,Electric,,1,0.8,1.0,4-star,56.16,wet,0.07,0.0,Diesel Boiler,0.0,None,0,0.0,Import-Heavy,27.216,0.6,3.624,0.687,Open Landfill,1.374,2,0.4,5.196,15.725,16.08,0.0,0.0,69.615
121,2025-01-23,4,1.0,Tuk-Tuk,4-stroke,Diesel,,1,0.8,1.0,Guesthouse,5.64,dry,0.82,0.0,Electric Boiler,0.0,None,0,0.0,Import-Heavy,27.216,1.0,6.04,1.681,Open Landfill,3.362,1,0.2,0.048,28.328,0.0,0.0,0.0,65.195
122,2025-08-23,8,69.8,Hybrid Car,,Diesel,,3,0.86,1.35,Guesthouse,6.16,dry,0.82,0.0,Electric Boiler,0.0,None,0,0.0,Mixed,31.632,0.3,3.624,0.739,Composting,0.296,1,0.4,1.095,60.061,0.0,0.0,0.0,97.109
123,2025-05-27,8,107.8,Tuk-Tuk,2-stroke,Petrol,,2,0.93,1.0,Eco-lodge,8.08,wet,0.07,0.0,Electric Boiler,0.0,None,0,0.0,Local,22.512,0.0,0.0,0.659,Composting,0.264,1,0.4,6.015,6.202,0.0,0.0,0.0,35.393
124,2025-09-12,7,126.8,Hybrid Car,,Petrol,,3,0.9,1.35,Budget Hotel,9.97,wet,0.07,0.0,Diesel Boiler,0.0,None,0,0.0,Mixed,27.678,0.6,6.342,1.275,Incineration,1.786,0,0.0,1.436,4.887,28.14,0.0,0.0,70.268
125,2025-06-01,7,99.1,Public Bus,,Diesel,Public,43,1.01,1.0,Budget Hotel,11.75,wet,0.07,0.0,Electric Boiler,0.0,Pilgrimage (Pada Yatra),28,24.33,Local,19.698,0.6,6.342,1.2,Open Landfill,4.201,0,0.0,0.047,7.227,0.0,0.0,65.204,102.719
126,2025-01-30,8,185.7,Hybrid Car,,Electric,,1,1.21,1.0,3-star,16.25,wet,0.07,0.0,Diesel Boiler,0.0,None,0,0.0,Local,22.512,0.6,7.248,1.419,Composting,0.567,1,0.4,13.39,9.098,32.16,0.0,0.0,85.375
127,2025-11-27,9,81.7,Tuk-Tuk,4-stroke,Diesel,,2,1.71,1.0,5-star,112.95,wet,0.07,3.06,Electric Boiler,0.0,None,0,0.0,Local,25.326,0.3,4.077,1.638,Open Landfill,7.372,0,0.0,4.191,73.048,73.807,0.0,0.0,187.821
128,2025-06-10,7,158.7,Hybrid Car,,Electric,,4,1.62,1.0,Guesthouse,6.31,wet,0.07,0.0,Electric Boiler,0.0,None,0,0.0,Local,19.698,0.3,3.171,0.721,Open Landfill,2.524,1,0.35,2.554,4.562,0.0,0.0,0.0,32.858
129,2025-11-10,4,41.2,Public Bus,,LPG,Public,17,1.18,1.0,Guesthouse,4.67,wet,0.07,0.0,Diesel Boiler,0.0,None,0,0.0,Import-Heavy,27.216,1.0,6.04,1.713,Open Landfill,3.426,4,0.8,0.057,1.308,16.08,0.0,0.0,54.927
130,2025-06-27,8,83.5,Private Car,,Electric,,1,1.27,1.0,Guesthouse,4.48,wet,0.07,10.05,Electric Boiler,0.0,Pilgrimage (Pada Yatra),108,85.76,Import-Heavy,54.432,1.0,12.08,1.66,Open Landfill,6.64,0,0.0,15.468,4.19,215.472,0.0,229.837,538.118
131,2025-03-13,6,7.2,Tourist Coach,,Diesel,Private,14,0.97,1.15,Eco-lodge,7.56,dry,0.82,0.0,Electric Boiler,0.0,None,0,0.0,Local,16.884,0.3,2.718,1.433,Open Landfill,4.298,4,1.2,0.035,51.972,0.0,0.0,0.0,77.107
132,2025-09-03,6,134.1,Private Car,,Electric,,1,0.95,1.15,3-star,13.8,wet,0.07,0.0,Electric Boiler,0.0,None,0,0.0,Local,16.884,0.6,5.436,1.081,Incineration,1.297,3,0.9,17.863,7.058,0.0,0.0,0.0,49.438
133,2025-10-10,8,72.8,Electric Car,,Electric,,2,0.94,1.0,5-star,136.83,wet,0.07,0.0,Electric Boiler,0.0,None,0,0.0,Import-Heavy,54.432,0.6,7.248,1.289,Incineration,2.062,1,0.4,7.366,78.307,0.0,0.0,0.0,149.814
134,2025-06-27,5,101.5,Public Bus,,LPG,Public,18,1.01,1.0,3-star,18.38,dry,0.82,7.45,Solar Thermal,0.0,None,0,0.0,Local,14.07,0.6,4.53,0.2,Composting,0.05,1,0.25,0.114,75.37,99.83,0.0,0.0,194.214
135,2025-10-25,10,61.2,Safari Jeep,,Diesel,,2,1.09,1.0,Budget Hotel,7.76,dry,0.82,0.0,Solar Thermal,2.3,None,0,0.0,Local,28.14,0.6,9.06,0.755,Open Landfill,3.773,0,0.0,2.07,63.633,0.0,0.0,0.0,106.676
136,2025-08-02,5,115.2,Private Car,,Diesel,,3,1.3,1.0,3-star,22.69,dry,0.82,16.34,Solar Thermal,0.0,None,0,0.0,Local,14.07,1.0,7.55,1.497,Composting,0.374,2,0.5,9.025,93.044,218.956,0.0,0.0,343.519
137,2025-01-31,6,103.8,Public Bus,,Petrol,Public,41,1.05,1.0,Eco-lodge,10.23,wet,0.07,0.0,Electric Boiler,0.0,None,0,0.0,Mixed,23.724,0.6,5.436,0.748,Sanitary Landfill,2.244,1,0.3,0.053,5.558,0.0,0.0,0.0,37.315
138,2025-07-09,3,20.3,Private Car,,Electric,,1,0.8,1.0,Budget Hotel,9.34,dry,0.82,0.0,Electric Boiler,0.0,None,0,0.0,Mixed,11.862,1.5,6.795,1.28,Open Landfill,1.92,1,0.15,2.874,30.357,0.0,0.0,0.0,53.957
139,2025-03-23,7,23.8,Hybrid Car,,Petrol,,1,0.92,1.0,3-star,18.09,wet,0.07,8.76,Solar Thermal,0.0,None,0,0.0,Local,19.698,0.6,6.342,1.114,Open Landfill,3.899,2,0.7,0.958,8.864,164.338,0.0,0.0,204.798
140,2025-07-21,4,78.3,Train,,Electric,,93,0.98,1.15,4-star,46.92,wet,0.07,0.79,Diesel Boiler,0.0,None,0,0.0,Mixed,15.816,0.6,3.624,0.2,Open Landfill,0.4,0,0.0,0.025,13.138,24.549,0.0,0.0,57.551
141,2025-08-09,7,119.6,Hybrid Car,,LPG,,1,1.15,1.0,Budget Hotel,11.91,wet,0.07,0.0,Diesel Boiler,0.0,None,0,0.0,Local,19.698,0.6,6.342,1.79,Composting,0.626,0,0.0,6.672,5.834,28.14,0.0,0.0,67.312
142,2025-10-09,3,191.8,Private Car,,Diesel,,2,1.2,1.0,5-star,108.09,wet,0.07,0.0,Electric Boiler,0.0,None,0,0.0,Local,8.442,0.3,1.359,0.773,Sanitary Landfill,1.16,1,0.15,19.221,23.329,0.0,0.0,0.0,53.66
143,2025-01-21,4,98.2,Private Car,,Petrol,,1,1.26,1.15,Guesthouse,7.33,wet,0.07,0.0,Electric Boiler,0.0,None,0,0.0,Local,11.256,0.6,3.624,2.174,Open Landfill,4.348,4,0.8,16.557,2.894,0.0,0.0,0.0,39.478
144,2025-10-31,6,140.5,Tuk-Tuk,2-stroke,Diesel,,3,1.2,1.15,3-star,19.59,wet,0.07,0.0,Solar Thermal,0.0,"Major Festival (e.g., Esala Perahera)",0,0.0,Local,16.884,0.6,5.436,1.296,Composting,0.389,1,0.3,6.744,8.228,0.0,924.361,0.0,962.341
145,2025-11-19,4,1.0,Hybrid Car,,Electric,,2,1.25,1.0,Budget Hotel,8.64,dry,0.82,0.0,Electric Boiler,0.0,Pilgrimage (Pada Yatra),79,66.81,Local,11.256,1.0,6.04,2.152,Incineration,1.722,2,0.4,0.027,38.175,0.0,0.0,179.051,236.67
146,2025-07-14,5,200.8,Tuk-Tuk,4-stroke,Diesel,,3,0.98,1.0,5-star,110.98,dry,0.82,0.0,Electric Boiler,0.0,None,0,0.0,Local,14.07,0.6,4.53,0.2,Composting,0.05,0,0.0,3.936,467.3,0.0,0.0,0.0,489.885
147,2025-08-30,6,116.3,Private Car,,LPG,,1,1.5,1.0,Eco-lodge,8.15,wet,0.07,10.21,Electric Boiler,0.0,None,0,0.0,Import-Heavy,40.824,0.6,5.436,1.265,Composting,0.379,0,0.0,23.72,4.684,164.177,0.0,0.0,239.22
148,2025-09-30,7,77.0,Train,,Electric,,114,1.01,1.15,4-star,42.94,dry,0.82,0.0,Electric Boiler,0.0,Pilgrimage (Pada Yatra),66,74.64,Local,19.698,0.6,6.342,0.69,Open Landfill,2.414,1,0.35,0.02,263.696,0.0,0.0,200.035,492.556
149,2025-06-02,4,70.1,Hybrid Car,,Diesel,,2,1.53,1.0,Eco-lodge,7.64,dry,0.82,0.0,Electric Boiler,0.0,None,0,0.0,Mixed,15.816,0.6,3.624,1.464,Open Landfill,2.927,3,0.6,2.097,34.895,0.0,0.0,0.0,59.959
150,2025-07-14,4,13.6,Tourist Coach,,LPG,Private,27,0.8,1.0,4-star,38.75,wet,0.07,0.0,Diesel Boiler,0.0,None,0,0.0,Local,11.256,0.3,1.812,0.94,Composting,0.188,1,0.2,0.028,10.849,16.08,0.0,0.0,40.414
151,2025-05-12,5,30.7,Train,,Electric,,70,1.14,1.0,5-star,114.54,dry,0.82,0.0,Electric Boiler,0.0,None,0,0.0,Import-Heavy,34.02,0.6,4.53,0.644,Open Landfill,1.609,0,0.0,0.015,481.916,0.0,0.0,0.0,522.09
152,2025-09-29,6,194.6,Tourist Coach,,LPG,Private,11,0.8,1.0,5-star,119.4,wet,0.07,0.0,Electric Boiler,0.0,None,0,0.0,Import-Heavy,40.824,0.6,5.436,0.508,Open Landfill,1.524,2,0.6,0.991,51.409,0.0,0.0,0.0,100.783
153,2025-09-01,5,20.7,Private Car,,LPG,,1,0.8,1.35,3-star,20.1,dry,0.82,3.69,Electric Boiler,0.0,None,0,0.0,Local,14.07,1.0,7.55,0.872,Open Landfill,2.181,0,0.0,3.144,94.692,49.446,0.0,0.0,171.082
154,2025-01-20,3,19.5,Hybrid Car,,LPG,,2,0.8,1.0,Budget Hotel,10.3,wet,0.07,0.94,Electric Boiler,0.0,None,0,0.0,Local,8.442,1.0,4.53,1.148,Incineration,0.689,2,0.3,0.287,2.792,7.558,0.0,0.0,24.597
155,2025-05-29,7,37.9,Safari Jeep,,LPG,,5,1.13,1.0,Eco-lodge,9.14,wet,0.07,0.0,Diesel Boiler,5.96,None,0,0.0,Local,19.698,1.0,10.57,0.676,Incineration,0.946,0,0.0,2.146,4.478,28.14,0.0,0.0,65.977
156,2025-03-10,7,8.1,Train,,Electric,,21,1.05,1.0,Budget Hotel,11.48,dry,0.82,0.0,Electric Boiler,0.0,None,0,0.0,Import-Heavy,47.628,0.6,6.342,1.669,Incineration,2.336,0,0.0,0.012,83.095,0.0,0.0,0.0,139.413
157,2025-06-01,9,80.9,Train,,Electric,,79,1.02,1.0,Budget Hotel,10.79,dry,0.82,0.0,Electric Boiler,0.0,None,0,0.0,Import-Heavy,61.236,0.0,0.0,2.321,Open Landfill,10.446,2,0.9,0.031,101.781,0.0,0.0,0.0,174.394
158,2025-09-02,2,145.3,Public Bus,,LPG,Public,21,1.46,1.35,4-star,42.35,dry,0.82,0.0,Electric Boiler,0.0,None,0,0.0,Local,5.628,0.3,0.906,0.318,Incineration,0.127,2,0.2,0.202,74.367,0.0,0.0,0.0,81.43
159,2025-05-01,7,43.4,Hybrid Car,,LPG,,1,1.07,1.0,Budget Hotel,10.32,wet,0.07,12.7,Electric Boiler,0.0,None,0,0.0,Local,19.698,0.6,6.342,0.864,Open Landfill,3.026,2,0.7,1.701,6.524,238.252,0.0,0.0,276.243
160,2025-11-11,3,1.0,Tuk-Tuk,2-stroke,Electric,,1,1.16,1.0,3-star,23.7,wet,0.07,0.0,Electric Boiler,0.0,None,0,0.0,Local,8.442,1.0,4.53,1.275,Open Landfill,1.912,3,0.45,0.139,5.607,0.0,0.0,0.0,21.081
161,2025-11-02,6,97.5,Private Car,,LPG,,1,0.99,1.0,3-star,24.59,dry,0.82,0.0,Electric Boiler,0.0,"Major Festival (e.g., Esala Perahera)",0,0.0,Import-Heavy,40.824,1.0,9.06,0.921,Composting,0.276,1,0.3,13.828,135.757,0.0,848.624,0.0,1048.67
162,2025-10-02,3,76.7,Train,,Electric,,30,1.22,1.0,3-star,16.47,wet,0.07,0.0,Diesel Boiler,0.0,None,0,0.0,Mixed,11.862,1.0,4.53,1.142,Open Landfill,1.713,0,0.0,0.094,3.459,12.06,0.0,0.0,33.717
163,2025-10-16,7,140.2,Private Car,,Diesel,,3,0.8,1.0,3-star,18.57,dry,0.82,0.0,Electric Boiler,0.0,Small Local Festival,0,0.0,Local,19.698,0.3,3.171,0.752,Open Landfill,2.633,3,1.05,5.857,123.81,0.0,74.634,0.0,230.853
164,2025-02-05,5,52.7,Tuk-Tuk,4-stroke,Diesel,,2,1.13,1.0,Budget Hotel,9.71,dry,0.82,0.0,Electric Boiler,0.0,None,0,0.0,Local,14.07,0.3,2.265,0.872,Incineration,0.872,2,0.5,1.787,52.104,0.0,0.0,0.0,71.598
165,2025-08-18,4,64.4,Pilgrimage Support Truck,,Electric,,2,0.95,1.0,Budget Hotel,11.19,wet,0.07,1.69,Electric Boiler,0.0,None,0,0.0,Mixed,15.816,0.6,3.624,1.144,Incineration,0.915,1,0.2,87.691,3.974,18.117,0.0,0.0,130.336
166,2025-09-28,6,71.0,Train,,Electric,,68,1.22,1.0,Budget Hotel,9.9,dry,0.82,0.0,Electric Boiler,0.0,None,0,0.0,Local,16.884,0.6,5.436,0.942,Sanitary Landfill,2.825,1,0.3,0.038,63.488,0.0,0.0,0.0,88.971
167,2025-03-21,7,85.3,Private Car,,LPG,,3,0.96,1.0,5-star,92.35,dry,0.82,0.0,Electric Boiler,0.0,None,0,0.0,Local,19.698,0.6,6.342,0.276,Sanitary Landfill,0.965,0,0.0,4.818,547.314,0.0,0.0,0.0,579.137
168,2025-01-25,4,56.4,Private Car,,Petrol,,1,0.8,1.15,4-star,47.55,dry,0.82,0.0,Diesel Boiler,0.0,None,0,0.0,Local,11.256,0.6,3.624,0.625,Open Landfill,1.25,2,0.4,6.137,155.952,16.08,0.0,0.0,194.699
169,2025-06-13,5,46.7,Private Car,,Petrol,,1,0.95,1.0,Budget Hotel,10.0,wet,0.07,0.0,Solar Thermal,0.0,None,0,0.0,Local,14.07,1.0,7.55,0.2,Composting,0.05,2,0.5,7.061,3.499,0.0,0.0,0.0,32.73
170,2025-03-31,9,1.0,Public Bus,,Diesel,Public,25,0.8,1.15,Budget Hotel,9.81,wet,0.07,0.0,Electric Boiler,0.0,None,0,0.0,Local,25.326,1.0,13.59,2.33,Incineration,4.193,0,0.0,0.001,8.068,0.0,0.0,0.0,51.178
171,2025-07-12,5,46.1,Public Bus,,Electric,Public,45,0.8,1.0,3-star,18.2,dry,0.82,0.0,Electric Boiler,0.0,None,0,0.0,Local,14.07,0.6,4.53,2.156,Open Landfill,5.389,5,1.25,0.016,86.904,0.0,0.0,0.0,112.16
172,2025-07-18,11,122.9,Private Car,,Electric,,1,1.14,1.0,Budget Hotel,7.3,dry,0.82,0.71,Electric Boiler,0.0,None,0,0.0,Local,30.954,0.6,9.966,1.222,Sanitary Landfill,6.722,2,1.1,22.3,92.926,20.931,0.0,0.0,184.899
173,2025-02-07,5,131.0,Private Car,,LPG,,1,0.8,1.35,Guesthouse,5.86,wet,0.07,0.0,Electric Boiler,0.0,Small Local Festival,0,0.0,Local,14.07,0.6,4.53,1.638,Composting,0.41,3,0.75,14.96,3.101,0.0,19.229,0.0,57.05
174,2025-05-05,6,51.7,Private Car,,LPG,,1,1.22,1.0,Eco-lodge,7.8,wet,0.07,0.0,Solar Thermal,0.0,"Major Festival (e.g., Esala Perahera)",0,0.0,Mixed,23.724,0.3,2.718,0.587,Incineration,0.704,0,0.0,9.863,3.278,0.0,583.228,0.0,623.515
175,2025-09-12,11,158.0,Public Bus,,LPG,Public,35,1.58,1.0,Eco-lodge,8.42,dry,0.82,0.0,Electric Boiler,0.0,None,0,0.0,Local,30.954,0.6,9.966,1.451,Sanitary Landfill,7.979,1,0.55,0.143,102.99,0.0,0.0,0.0,152.582
176,2025-08-02,4,78.3,Hybrid Car,,Electric,,2,0.8,1.0,Budget Hotel,7.91,wet,0.07,0.0,Solar Thermal,0.0,Small Local Festival,0,0.0,Import-Heavy,27.216,0.0,0.0,0.677,Sanitary Landfill,1.355,1,0.2,1.606,2.215,0.0,99.486,0.0,132.079
177,2025-11-25,5,1.0,Private Car,,LPG,,1,0.93,1.0,Budget Hotel,10.84,dry,0.82,0.0,Electric Boiler,0.0,None,0,0.0,Local,14.07,1.0,7.55,1.472,Incineration,1.472,0,0.0,0.173,56.737,0.0,0.0,0.0,80.001
178,2025-09-26,8,1.0,Tourist Coach,,Electric,Private,10,1.27,1.0,5-star,120.98,wet,0.07,4.56,Electric Boiler,0.0,None,0,0.0,Mixed,31.632,1.5,18.12,0.326,Incineration,0.522,1,0.4,0.009,69.429,97.766,0.0,0.0,217.878
179,2025-11-12,6,153.1,Tuk-Tuk,2-stroke,Petrol,,2,1.36,1.0,3-star,20.96,dry,0.82,8.88,Electric Boiler,0.0,None,0,0.0,Local,16.884,0.6,5.436,1.437,Composting,0.431,2,0.6,12.493,117.9,142.79,0.0,0.0,296.534
180,2025-08-09,11,57.6,Safari Jeep,,Electric,,2,0.84,1.0,Guesthouse,6.55,dry,0.82,0.21,Electric Boiler,4.76,None,0,0.0,Mixed,43.494,0.0,0.0,2.432,Composting,1.337,3,1.65,4.284,86.121,6.191,0.0,0.0,143.078
181,2025-07-11,5,7.2,Train,,Electric,,42,0.94,1.0,Guesthouse,6.69,wet,0.07,4.78,Solar Thermal,0.0,None,0,0.0,Mixed,19.77,0.6,4.53,0.763,Open Landfill,1.908,0,0.0,0.005,2.343,64.052,0.0,0.0,92.608
182,2025-07-27,3,1.0,Safari Jeep,,Electric,,6,0.94,1.0,Budget Hotel,11.58,dry,0.82,0.0,Electric Boiler,3.07,None,0,0.0,Mixed,11.862,0.6,2.718,1.154,Open Landfill,1.731,1,0.15,0.921,35.873,0.0,0.0,0.0,53.255
183,2025-09-28,4,56.3,Hybrid Car,,Electric,,1,0.93,1.0,Guesthouse,5.87,wet,0.07,0.0,Electric Boiler,0.0,None,0,0.0,Local,11.256,1.0,6.04,1.604,Open Landfill,3.207,0,0.0,3.071,2.483,0.0,0.0,0.0,26.057
184,2025-04-02,6,104.3,Safari Jeep,,LPG,,3,0.84,1.35,Eco-lodge,7.44,dry,0.82,0.0,Electric Boiler,1.31,"Major Festival (e.g., Esala Perahera)",0,0.0,Import-Heavy,40.824,0.6,5.436,1.297,Sanitary Landfill,3.891,2,0.6,0.786,51.381,0.0,751.306,0.0,854.224
185,2025-07-19,9,38.1,Safari Jeep,,Diesel,,2,0.8,1.0,Eco-lodge,9.91,dry,0.82,0.0,Electric Boiler,1.67,None,0,0.0,Local,25.326,0.6,8.154,1.642,Open Landfill,7.389,0,0.0,1.503,95.306,0.0,0.0,0.0,137.678
186,2025-02-08,5,16.8,Public Bus,,Diesel,Public,34,0.96,1.35,5-star,104.49,wet,0.07,0.0,Electric Boiler,0.0,None,0,0.0,Mixed,19.77,0.3,2.265,0.398,Open Landfill,0.994,0,0.0,0.009,37.621,0.0,0.0,0.0,60.659
187,2025-10-27,4,47.0,Hybrid Car,,Electric,,4,0.87,1.0,Budget Hotel,13.12,dry,0.82,0.0,Electric Boiler,0.0,None,0,0.0,Local,11.256,0.6,3.624,0.2,Open Landfill,0.4,1,0.2,0.462,52.881,0.0,0.0,0.0,68.823
188,2025-02-24,9,154.6,Public Bus,,Petrol,Public,28,1.24,1.0,5-star,128.54,dry,0.82,0.77,Solar Thermal,0.0,None,0,0.0,Import-Heavy,61.236,1.0,13.59,1.015,Open Landfill,4.566,3,1.35,0.137,948.658,18.572,0.0,0.0,1048.109
